based	o	VBN	101	acl	93	0	root	0
on	o	IN	102	prep	101	0	root	0
average	o	JJ	103	amod	105	0	root	0
solar	o	JJ	104	amod	105	0	root	0
fluxes	o	NNS	105	pobj	102	0	root	0
.	o	.	106	punct	87	0	root	0

Fig	o	NNP	107	nsubj	110	0	root	0
.	o	.	108	punct	107	0	root	0
4	o	CD	109	nummod	107	0	root	0
shows	o	VBZ	110	ROOT	110	0	root	0
the	o	DT	111	det	115	0	root	0
temperature	o	NN	112	nmod	115	0	root	0
and	o	CC	113	cc	112	0	root	0
velocity	o	NN	114	conj	112	0	root	0
profiles	o	NNS	115	dobj	110	0	root	0
at	o	IN	116	prep	110	0	root	0
1–5Rp	o	CD	117	pobj	116	0	root	0
based	o	VBN	118	acl	115	0	root	0
on	o	IN	119	prep	118	0	root	0
different	o	JJ	120	amod	121	0	root	0
approximations	o	NNS	121	pobj	119	0	root	0
(	o	-LRB-	122	punct	123	0	root	0
see	o	VB	123	parataxis	110	0	root	0
Table	o	NNP	124	nsubj	123	0	root	0
2	o	CD	125	nummod	124	0	root	0
for	o	IN	126	prep	124	0	root	0
the	o	DT	127	det	129	0	root	0
input	o	NN	128	compound	129	0	root	0
parameters	o	NNS	129	pobj	126	0	root	0
)	o	-RRB-	130	punct	123	0	root	0
.	o	.	131	punct	110	0	root	0

Model	o	NNP	132	compound	133	132	HasQuantity	141
C1	o	NNP	133	nsubj	134	0	root	0
assumes	o	VBZ	134	ROOT	134	0	root	0
a	o	DT	135	det	139	0	root	0
constant	o	JJ	136	amod	139	0	root	0
photoelectron	o	NN	137	compound	139	0	root	0
heating	o	NN	138	compound	139	0	root	0
efficiency	o	NN	139	dobj	134	0	root	0
of	o	IN	140	prep	139	0	root	0
93	o	CD	141	nummod	142	0	root	0
%	o	NN	142	pobj	140	0	root	0
at	QL	IN	143	prep	139	143	Qualifies	141
all	QL	DT	144	det	145	0	root	0
altitudes	QL	NNS	145	pobj	143	0	root	0
and	QL	CC	146	cc	145	0	root	0
photoelectron	QL	VB	147	compound	148	0	root	0
energies	QL	NNS	148	conj	145	0	root	0
.	o	.	149	punct	134	0	root	0

This	o	DT	150	det	152	0	root	0
heating	o	NN	151	compound	152	0	root	0
efficiency	o	NN	152	nsubj	153	0	root	0
is	o	VBZ	153	ROOT	153	0	root	0
appropriate	o	JJ	154	acomp	153	0	root	0
for	o	IN	155	prep	154	0	root	0
photoelectrons	o	NNS	156	pobj	155	0	root	0
created	o	VBN	157	acl	156	0	root	0
by	o	IN	158	agent	157	0	root	0
50	o	CD	159	nummod	161	0	root	0
eV	o	NNP	160	compound	161	0	root	0
photons	o	NNS	161	pobj	158	161	HasQuantity	159
at	QL	IN	162	prep	157	162	Qualifies	159
an	QL	DT	163	det	166	0	root	0
electron	QL	NN	164	compound	165	164	HasQuantity	170
mixing	QL	NN	165	compound	166	0	root	0
ratio	QL	NN	166	pobj	162	0	root	0
of	QL	IN	167	prep	166	0	root	0
xe	QL	NN	168	subtok	169	0	root	0
=	QL	SYM	169	subtok	170	0	root	0
0.1	QL	CD	170	pobj	167	0	root	0
(	o	-LRB-	171	punct	176	0	root	0
Cecchi	o	NNP	172	nmod	176	0	root	0
-	o	HYPH	173	punct	176	0	root	0
Pestellini	o	NNP	174	nmod	176	0	root	0
et	o	FW	175	nmod	176	0	root	0
al	o	NNP	176	parataxis	157	0	root	0
.	o	NNP	177	punct	176	0	root	0
,	o	,	178	punct	177	0	root	0
2009	o	CD	179	npadvmod	177	0	root	0
)	o	-RRB-	180	punct	176	0	root	0
.	o	.	181	punct	153	0	root	0

Model	o	NNP	182	compound	183	0	root	0
C2	o	NNP	183	nsubj	184	0	root	0
is	o	VBZ	184	ROOT	184	0	root	0
otherwise	o	RB	185	advmod	186	0	root	0
similar	o	JJ	186	acomp	184	0	root	0
to	o	IN	187	prep	186	0	root	0
C1	o	NNP	188	pobj	187	0	root	0
but	o	CC	189	cc	184	0	root	0
the	o	DT	190	det	192	0	root	0
heating	o	NN	191	compound	192	0	root	0
efficiency	o	NN	192	nsubj	193	0	root	0
varies	o	VBZ	193	conj	184	0	root	0
with	o	IN	194	prep	193	0	root	0
photoelectron	o	NN	195	compound	196	0	root	0
energy	o	NN	196	pobj	194	0	root	0
and	o	CC	197	cc	196	0	root	0
altitude	o	NN	198	conj	196	0	root	0
(	o	-LRB-	199	punct	200	0	root	0
see	o	VB	200	parataxis	193	0	root	0
below	o	RB	201	advmod	200	0	root	0
)	o	-RRB-	202	punct	200	0	root	0
.	o	.	203	punct	193	0	root	0

Models	o	NNS	204	compound	205	0	root	0
C3	o	NNP	205	nsubjpass	210	0	root	0
and	o	CC	206	cc	205	0	root	0
C4	o	NNP	207	conj	205	0	root	0
are	o	VBP	208	auxpass	210	0	root	0
also	o	RB	209	advmod	210	0	root	0
based	o	VBN	210	ROOT	210	0	root	0
on	o	IN	211	prep	210	0	root	0
C1	o	NNP	212	pobj	211	0	root	0
,	o	,	213	punct	210	0	root	0
but	o	CC	214	cc	210	0	root	0
C3	o	NNP	215	nsubj	216	0	root	0
includes	o	VBZ	216	conj	210	0	root	0
the	o	DT	217	det	220	0	root	0
substellar	o	JJ	218	nmod	220	0	root	0
tidal	o	JJ	219	amod	220	0	root	0
forces	o	NNS	220	dobj	216	0	root	0
in	o	IN	221	prep	220	0	root	0
the	o	DT	222	det	223	0	root	0
equations	o	NNS	223	pobj	221	0	root	0
of	o	IN	224	prep	223	0	root	0
motion	o	NN	225	pobj	224	0	root	0
(	o	-LRB-	226	punct	230	0	root	0
e.g.	o	RB	227	advmod	230	0	root	0
,	o	,	228	punct	230	0	root	0
Garcia	o	NNP	229	compound	230	0	root	0
Munoz	o	NNP	230	appos	223	0	root	0
,	o	,	231	punct	230	0	root	0
2007	o	CD	232	npadvmod	230	0	root	0
)	o	-RRB-	233	punct	230	0	root	0
and	o	CC	234	cc	220	0	root	0
C4	o	NNP	235	conj	220	0	root	0
includes	o	VBZ	236	conj	216	0	root	0
Lyman	o	NNP	237	nsubj	239	0	root	0
α	o	XX	238	dep	239	0	root	0
cooling	o	NN	239	xcomp	236	0	root	0
.	o	.	240	punct	216	0	root	0

All	o	DT	241	nsubjpass	246	0	root	0
of	o	IN	242	prep	241	0	root	0
these	o	DT	243	det	244	0	root	0
models	o	NNS	244	pobj	242	0	root	0
are	o	VBP	245	auxpass	246	0	root	0
based	o	VBN	246	ROOT	246	0	root	0
on	o	IN	247	prep	246	0	root	0
the	o	DT	248	det	251	0	root	0
outflow	o	JJ	249	amod	250	0	root	0
boundary	o	JJ	250	compound	251	0	root	0
conditions	o	NNS	251	pobj	247	0	root	0
for	o	IN	252	prep	251	0	root	0
temperature	o	NN	253	pobj	252	0	root	0
,	o	,	254	punct	253	0	root	0
velocity	o	NN	255	conj	253	0	root	0
,	o	,	256	punct	255	0	root	0
and	o	CC	257	cc	255	0	root	0
density	o	NN	258	conj	255	0	root	0
.	o	.	259	punct	246	0	root	0

Once	o	RB	0	advmod	1	0	root	0
again	o	RB	1	advmod	12	0	root	0
,	o	,	2	punct	12	0	root	0
the	o	DT	3	det	4	0	root	0
differences	o	NNS	4	nsubj	12	0	root	0
between	o	IN	5	prep	4	0	root	0
the	o	DT	6	det	8	0	root	0
earlier	o	JJR	7	amod	8	0	root	0
models	o	NNS	8	pobj	5	0	root	0
and	o	CC	9	cc	8	0	root	0
our	o	PRP$	10	poss	11	0	root	0
work	o	NN	11	conj	8	0	root	0
arise	o	VBP	12	ROOT	12	0	root	0
from	o	IN	13	prep	12	0	root	0
different	o	JJ	14	amod	16	0	root	0
boundary	o	JJ	15	compound	16	0	root	0
conditions	o	NNS	16	pobj	13	0	root	0
,	o	,	17	punct	12	0	root	0
and	o	CC	18	cc	12	0	root	0
assumptions	o	NNS	19	conj	12	0	root	0
regarding	o	VBG	20	prep	19	0	root	0
heating	o	NN	21	compound	22	0	root	0
rates	o	NNS	22	pobj	20	0	root	0
and	o	CC	23	cc	22	0	root	0
photochemistry	o	NN	24	conj	22	0	root	0
.	o	.	25	punct	12	0	root	0

We	o	PRP	26	nsubj	27	0	root	0
demonstrate	o	VBP	27	ROOT	27	0	root	0
this	o	DT	28	dobj	27	0	root	0
by	o	IN	29	prep	27	0	root	0
reproducing	o	VBG	30	pcomp	29	0	root	0
the	o	DT	31	det	32	0	root	0
results	o	NNS	32	dobj	30	0	root	0
of	o	IN	33	prep	32	0	root	0
Murray	o	NNP	34	compound	38	0	root	0
-	o	HYPH	35	punct	38	0	root	0
Clay	o	NNP	36	compound	38	0	root	0
et	o	FW	37	compound	38	0	root	0
al	o	NNP	38	pobj	33	0	root	0
.	o	.	39	punct	27	0	root	0
(	o	-LRB-	40	punct	41	0	root	0
2009	o	CD	41	npadvmod	27	0	root	0
)	o	-RRB-	42	punct	41	0	root	0
with	o	IN	43	prep	27	0	root	0
our	o	PRP$	44	poss	45	0	root	0
model	o	NN	45	pobj	43	45	HasQuantity	65
.	o	.	46	punct	27	0	root	0

In	o	IN	47	prep	54	0	root	0
order	o	NN	48	pobj	47	0	root	0
to	o	TO	49	aux	50	0	root	0
do	o	VB	50	acl	48	0	root	0
so	o	RB	51	advmod	50	0	root	0
,	o	,	52	punct	54	0	root	0
we	o	PRP	53	nsubj	54	0	root	0
set	o	VBD	54	ROOT	54	0	root	0
the	o	DT	55	det	57	0	root	0
lower	o	JJR	56	amod	57	0	root	0
boundary	o	NN	57	dobj	54	0	root	0
to	o	IN	58	prep	54	0	root	0
30	o	CD	59	nummod	60	0	root	0
nbar	o	NN	60	pobj	58	0	root	0
with	o	IN	61	prep	54	0	root	0
a	o	DT	62	det	63	0	root	0
temperature	o	NN	63	pobj	61	0	root	0
of	o	IN	64	prep	63	0	root	0
1000	o	CD	65	nummod	66	0	root	0
K	o	NNP	66	pobj	64	0	root	0
,	o	,	67	punct	54	0	root	0
and	o	CC	68	cc	54	0	root	0
included	o	VBD	69	conj	54	0	root	0
the	o	DT	70	det	72	0	root	0
substellar	o	JJ	71	compound	72	0	root	0
tide	o	NN	72	dobj	69	0	root	0
in	o	IN	73	prep	72	0	root	0
the	o	DT	74	det	75	0	root	0
equations	o	NNS	75	pobj	73	0	root	0
of	o	IN	76	prep	75	0	root	0
motion	o	NN	77	pobj	76	0	root	0
.	o	.	78	punct	54	0	root	0

We	o	PRP	79	nsubj	81	0	root	0
only	o	RB	80	advmod	81	0	root	0
included	o	VBD	81	ROOT	81	0	root	0
H	o	NN	82	dobj	81	0	root	0
,	o	,	83	punct	82	0	root	0
H+	o	NN	84	conj	82	0	root	0
,	o	,	85	punct	82	0	root	0
and	o	CC	86	cc	82	0	root	0
electrons	o	NNS	87	conj	82	0	root	0
in	o	IN	88	prep	87	0	root	0
the	o	DT	89	det	90	0	root	0
model	o	NN	90	pobj	88	0	root	0
,	o	,	91	punct	87	0	root	0
and	o	CC	92	cc	87	0	root	0
used	o	VBD	93	conj	87	0	root	0
the	o	DT	94	det	97	0	root	0
recombination	o	NN	95	compound	96	0	root	0
rate	o	NN	96	compound	97	0	root	0
coefficient	o	NN	97	dobj	93	0	root	0
and	o	CC	98	cc	97	0	root	0
Lyman	o	NNP	99	nmod	102	0	root	0
α	o	XX	100	nmod	102	0	root	0
cooling	o	VBG	101	amod	102	0	root	0
rate	o	NN	102	conj	97	0	root	0
from	o	IN	103	prep	93	0	root	0
Murray	o	NNP	104	compound	108	0	root	0
-	o	HYPH	105	punct	108	0	root	0
Clay	o	NNP	106	compound	108	0	root	0
et	o	FW	107	compound	108	0	root	0
al	o	NNP	108	pobj	103	0	root	0
.	o	.	109	punct	81	0	root	0
(	o	-LRB-	110	punct	111	0	root	0
2009	o	CD	111	npadvmod	81	0	root	0
)	o	-RRB-	112	punct	111	0	root	0
.	o	.	113	punct	81	0	root	0

We	o	PRP	114	nsubj	116	0	root	0
also	o	RB	115	advmod	116	0	root	0
calculated	o	VBD	116	ROOT	116	0	root	0
the	o	DT	117	det	121	0	root	0
heating	o	NN	118	nmod	121	0	root	0
and	o	CC	119	cc	118	0	root	0
ionization	o	NN	120	conj	118	0	root	0
rates	o	NNS	121	dobj	116	0	root	0
with	o	IN	122	prep	121	0	root	0
the	o	DT	123	det	125	0	root	0
gray	o	JJ	124	amod	125	0	root	0
approximation	o	NN	125	pobj	122	0	root	0
by	o	IN	126	prep	116	0	root	0
assuming	o	VBG	127	pcomp	126	0	root	0
a	o	DT	128	det	131	0	root	0
single	o	JJ	129	amod	131	129	HasQuantity	133
photon	o	NN	130	compound	131	0	root	0
energy	o	NN	131	dobj	127	0	root	0
of	o	IN	132	prep	131	0	root	0
20	o	CD	133	nummod	134	0	root	0
eV	o	NNS	134	pobj	132	0	root	0
for	o	IN	135	prep	131	0	root	0
the	o	DT	136	det	138	0	root	0
stellar	o	JJ	137	amod	138	137	HasQuantity	140
flux	o	NN	138	pobj	135	0	root	0
of	o	IN	139	prep	138	0	root	0
0.45	o	CD	140	nummod	142	0	root	0
W	o	NNP	141	compound	142	0	root	0
m−2	o	NNS	142	pobj	139	0	root	0
at	QL	IN	143	prep	138	143	Qualifies	140
the	QL	DT	144	det	146	0	root	0
orbital	QL	JJ	145	amod	146	0	root	0
position	QL	NN	146	pobj	143	0	root	0
of	QL	IN	147	prep	146	0	root	0
HD209458b	QL	NNP	148	pobj	147	0	root	0
.	o	.	149	punct	116	0	root	0

Fig	o	NNP	150	nsubj	153	0	root	0
.	o	.	151	punct	150	0	root	0
10	o	CD	152	nummod	150	0	root	0
shows	o	VBZ	153	ROOT	153	0	root	0
the	o	DT	154	det	156	0	root	0
density	o	NN	155	compound	156	0	root	0
profiles	o	NNS	156	dobj	153	0	root	0
of	o	IN	157	prep	156	0	root	0
H	o	NN	158	pobj	157	0	root	0
and	o	CC	159	cc	158	0	root	0
H+	o	NN	160	conj	158	0	root	0
based	o	VBN	161	acl	156	0	root	0
on	o	IN	162	prep	161	0	root	0
this	o	DT	163	det	164	0	root	0
model	o	NN	164	pobj	162	0	root	0
(	o	-LRB-	165	punct	170	0	root	0
hereafter	o	RB	166	advmod	170	0	root	0
,	o	,	167	punct	170	0	root	0
the	o	DT	168	det	170	0	root	0
MC09	o	NNP	169	compound	170	0	root	0
model	o	NN	170	appos	164	0	root	0
)	o	-RRB-	171	punct	170	0	root	0
.	o	.	172	punct	153	0	root	0

Elemental	o	JJ	0	amod	1	0	root	0
impurities	o	NNS	1	nsubj	2	0	root	0
have	o	VBP	2	ROOT	2	0	root	0
three	o	CD	3	nummod	5	0	root	0
possible	o	JJ	4	amod	5	0	root	0
locations	o	NNS	5	dobj	2	0	root	0
for	o	IN	6	prep	5	0	root	0
bonding	o	VBG	7	pobj	6	0	root	0
in	o	IN	8	prep	7	0	root	0
CaCO3	o	NNP	9	pobj	8	0	root	0
[	o	-LRB-	10	punct	11	0	root	0
26	o	CD	11	dobj	2	0	root	0
]	o	-RRB-	12	punct	11	0	root	0
:	o	:	13	punct	2	0	root	0
Substitution	o	NN	14	nsubj	21	0	root	0
via	o	IN	15	prep	14	0	root	0
cation	o	NN	16	compound	17	0	root	0
exchange	o	NN	17	pobj	15	0	root	0
for	o	IN	18	prep	17	0	root	0
Ca2	o	NNS	19	pobj	18	0	root	0
+	o	CC	20	cc	14	0	root	0
occurs	o	NNS	21	acl	5	0	root	0
for	o	IN	22	prep	21	0	root	0
90–95	o	CD	23	nummod	24	0	root	0
%	o	NN	24	pobj	22	0	root	0
of	o	IN	25	prep	24	0	root	0
elements	o	NNS	26	pobj	25	26	HasQuantity	23
e.g.	o	RB	27	advmod	26	0	root	0
,	o	,	28	punct	29	0	root	0
Fe	o	NNP	29	pobj	27	0	root	0
,	o	,	30	punct	29	0	root	0
Mn	o	NNP	31	conj	29	0	root	0
,	o	,	32	punct	31	0	root	0
and	o	CC	33	cc	31	0	root	0
Sr	o	NNP	34	subtok	35	0	root	0
.	o	.	35	punct	21	0	root	0

Adsorption	o	NNP	36	ROOT	36	0	root	0
onto	o	IN	37	prep	36	0	root	0
crystal	o	NN	38	compound	39	0	root	0
faces	o	NNS	39	pobj	37	0	root	0
to	o	TO	40	aux	41	0	root	0
balance	o	VB	41	advcl	36	0	root	0
charge	o	NN	42	compound	43	0	root	0
inbalances	o	NNS	43	dobj	41	0	root	0
e.g.	o	RB	44	advmod	46	0	root	0
,	o	,	45	punct	46	0	root	0
Na	o	NNP	46	npadvmod	41	0	root	0
,	o	,	47	punct	46	0	root	0
and	o	CC	48	cc	46	0	root	0
K.	o	NNP	49	compound	50	0	root	0
Inclusion	o	NNP	50	conj	46	0	root	0
of	o	IN	51	prep	50	0	root	0
additional	o	JJ	52	amod	54	0	root	0
mineral	o	NN	53	compound	54	0	root	0
phases	o	NNS	54	pobj	51	0	root	0
within	o	IN	55	prep	50	0	root	0
the	o	DT	56	det	57	0	root	0
CaCO3	o	NN	57	pobj	55	0	root	0
.	o	.	58	punct	36	0	root	0

Woods	o	NNP	0	compound	2	0	root	0
et	o	NNP	1	compound	2	0	root	0
al	o	NNP	2	nsubj	7	0	root	0
.	o	.	3	punct	2	0	root	0
(	o	-LRB-	4	punct	5	0	root	0
2000	o	CD	5	appos	2	0	root	0
)	o	-RRB-	6	punct	5	0	root	0
studied	o	VBD	7	ROOT	7	0	root	0
the	o	DT	8	det	9	0	root	0
variability	o	NN	9	dobj	7	0	root	0
of	o	IN	10	prep	9	0	root	0
solar	o	JJ	11	amod	12	0	root	0
Lyman	o	NNP	12	pobj	10	12	HasQuantity	66
α	o	IN	13	amod	14	0	root	0
emissions	o	NNS	14	conj	9	0	root	0
based	o	VBN	15	acl	14	0	root	0
on	o	IN	16	prep	15	0	root	0
satellite	o	NN	17	compound	18	0	root	0
observations	o	NNS	18	pobj	16	0	root	0
spanning	o	VBG	19	acl	18	0	root	0
four	o	CD	20	nummod	25	0	root	0
and	o	CC	21	cc	20	0	root	0
a	o	DT	22	quantmod	23	0	root	0
half	o	JJ	23	conj	20	0	root	0
solar	o	JJ	24	amod	25	24	HasQuantity	20
cycles	o	NNS	25	dobj	19	0	root	0
between	QL	IN	26	prep	19	26	Qualifies	20
1947	QL	CD	27	pobj	26	0	root	0
and	QL	CC	28	cc	27	0	root	0
1999	QL	CD	29	conj	27	0	root	0
.	o	.	30	punct	7	0	root	0

They	o	PRP	31	nsubj	32	0	root	0
found	o	VBD	32	ROOT	32	0	root	0
that	o	IN	33	mark	36	0	root	0
the	o	DT	34	det	35	0	root	0
variability	o	NN	35	nsubj	36	0	root	0
ranges	o	VBZ	36	ccomp	32	0	root	0
between	o	IN	37	prep	36	0	root	0
1	o	CD	38	nummod	39	0	root	0
%	o	NN	39	pobj	37	0	root	0
and	o	CC	40	cc	39	0	root	0
37	o	CD	41	nummod	42	0	root	0
%	o	NN	42	conj	39	0	root	0
during	QL	IN	43	prep	36	43	Qualifies	38
one	QL	CD	44	nummod	45	0	root	0
period	QL	NN	45	pobj	43	45	HasQuantity	50
of	QL	IN	46	prep	45	0	root	0
solar	QL	JJ	47	amod	48	0	root	0
rotation	QL	NN	48	pobj	46	0	root	0
(	o	-LRB-	49	punct	45	0	root	0
27	o	CD	50	nummod	51	0	root	0
days	o	NNS	51	appos	45	0	root	0
)	o	-RRB-	52	punct	36	0	root	0
,	o	,	53	punct	32	0	root	0
and	o	CC	54	cc	32	0	root	0
the	o	DT	55	det	57	0	root	0
average	QL	JJ	56	amod	57	56	Qualifies	66
variability	o	NN	57	nsubjpass	63	0	root	0
during	o	IN	58	prep	57	0	root	0
one	o	CD	59	nummod	61	0	root	0
solar	o	JJ	60	amod	61	0	root	0
rotation	o	NN	61	pobj	58	0	root	0
was	o	VBD	62	auxpass	63	0	root	0
found	o	VBN	63	conj	32	0	root	0
to	o	TO	64	aux	65	0	root	0
be	o	VB	65	xcomp	63	0	root	0
9	o	CD	66	nummod	67	0	root	0
±	o	CD	67	attr	65	0	root	0
6	o	CD	68	nummod	69	0	root	0
%	o	NN	69	appos	67	0	root	0
.	o	.	70	punct	63	0	root	0

This	o	DT	71	det	72	0	root	0
result	o	NN	72	nsubj	73	0	root	0
agrees	o	VBZ	73	ROOT	73	0	root	0
well	o	RB	74	advmod	73	0	root	0
with	o	IN	75	prep	73	0	root	0
the	o	DT	76	det	78	0	root	0
estimated	o	VBN	77	amod	78	0	root	0
variability	o	NN	78	pobj	75	0	root	0
of	o	IN	79	prep	78	0	root	0
the	o	DT	80	det	83	0	root	0
Lyman	o	NNP	81	nmod	83	0	root	0
α	o	NN	82	amod	83	0	root	0
emissions	o	NNS	83	pobj	79	0	root	0
from	o	IN	84	prep	78	0	root	0
HD209458	o	NNP	85	pobj	84	0	root	0
.	o	.	86	punct	73	0	root	0

The	o	DT	87	det	89	0	root	0
rotation	o	NN	88	compound	89	0	root	0
period	o	NN	89	nsubjpass	93	0	root	0
of	o	IN	90	prep	89	0	root	0
HD209458	o	NNP	91	pobj	90	91	HasQuantity	96
is	o	VBZ	92	auxpass	93	0	root	0
estimated	QL	VBN	93	ROOT	93	93	Qualifies	96
to	o	TO	94	aux	95	0	root	0
be	o	VB	95	auxpass	96	0	root	0
∼	o	NNS	96	nmod	98	0	root	0
10–11	o	CD	97	nummod	98	0	root	0
days	o	NNS	98	npadvmod	93	0	root	0
(	o	-LRB-	99	punct	102	0	root	0
Silva	o	NNP	100	compound	102	0	root	0
-	o	HYPH	101	punct	102	0	root	0
Valio	o	NNP	102	parataxis	93	0	root	0
,	o	,	103	punct	102	0	root	0
2008	o	CD	104	npadvmod	102	0	root	0
)	o	-RRB-	105	punct	102	0	root	0
.	o	.	106	punct	93	0	root	0

The	o	DT	107	det	110	0	root	0
G140	o	NNP	108	compound	109	108	HasQuantity	118
M	o	NNP	109	compound	110	0	root	0
observations	o	NNS	110	nsubj	111	0	root	0
covered	o	VBD	111	ROOT	111	0	root	0
three	o	CD	112	nummod	114	0	root	0
different	o	JJ	113	amod	114	0	root	0
transits	o	NNS	114	dobj	111	114	HasQuantity	112
and	o	CC	115	cc	111	0	root	0
took	o	VBD	116	conj	111	0	root	0
place	o	NN	117	dobj	116	0	root	0
within	o	IN	118	prep	116	0	root	0
a	o	DT	119	det	120	0	root	0
month	o	NN	120	pobj	118	0	root	0
and	o	CC	121	cc	120	0	root	0
a	o	DT	122	det	123	0	root	0
half	o	NN	123	conj	120	0	root	0
.	o	.	124	punct	111	0	root	0

Each	o	DT	125	det	126	0	root	0
observation	o	NN	126	nsubj	127	126	HasQuantity	128
covered	o	VBD	127	ROOT	127	0	root	0
approximately	o	RB	128	advmod	129	0	root	0
2	o	CD	129	nummod	130	0	root	0
h	o	NN	130	dobj	127	0	root	0
in	o	IN	131	prep	127	0	root	0
time	o	NN	132	pobj	131	0	root	0
.	o	.	133	punct	127	0	root	0

Thus	o	RB	134	advmod	139	0	root	0
the	o	DT	135	det	136	0	root	0
data	o	NNS	136	nsubjpass	139	0	root	0
can	o	MD	137	aux	139	0	root	0
be	o	VB	138	auxpass	139	0	root	0
affected	o	VBN	139	ROOT	139	0	root	0
by	o	IN	140	agent	139	0	root	0
short	o	JJ	141	amod	143	0	root	0
-	o	HYPH	142	punct	143	0	root	0
term	o	NN	143	compound	144	0	root	0
variability	o	NN	144	pobj	140	0	root	0
and	o	CC	145	cc	139	0	root	0
it	o	PRP	146	nsubj	147	0	root	0
is	o	VBZ	147	conj	139	0	root	0
essential	o	JJ	148	acomp	147	0	root	0
