data	o	NNS
can	o	MD
be	o	VB
interpreted	o	VBN
as	o	IN
that	o	IN
the	o	DT
spacecraft	o	NN
was	o	VBD
connected	o	VBN
to	o	IN
the	o	DT
plume	o	NN
material	o	NN
along	o	IN
field	o	NN
lines	o	NNS
well	o	RB
before	o	IN
entering	o	VBG
the	o	DT
high	o	JJ
density	o	NN
region	o	NN
of	o	IN
the	o	DT
plume	o	NN
.	o	.

Sharp	o	JJ
absorption	o	NN
signatures	o	NNS
as	o	IN
the	o	DT
result	o	NN
of	o	IN
losses	o	NNS
of	o	IN
energetic	o	JJ
electrons	o	NNS
bouncing	o	VBG
along	o	IN
those	o	DT
field	o	NN
lines	o	NNS
,	o	,
through	o	IN
the	o	DT
emitted	o	VBN
gas	o	NN
and	o	CC
dust	o	NN
clouds	o	NNS
,	o	,
clearly	o	RB
depend	o	VBP
on	o	IN
flyby	o	NN
geometry	o	NN
as	o	RB
well	o	RB
as	o	IN
on	o	IN
measured	o	VBN
pitch	o	NN
angle	o	NN
/	o	SYM
look	o	VB
direction	o	NN
of	o	IN
the	o	DT
instrument	o	NN
.	o	.

We	o	PRP
found	o	VBD
that	o	IN
the	o	DT
depletion	o	NN
signatures	o	NNS
during	o	IN
some	o	DT
of	o	IN
the	o	DT
flybys	o	NNPS
show	o	VBP
“	o	``
ramp	o	NN
-	o	HYPH
like	o	JJ
”	o	''
features	o	VBZ
where	o	WRB
only	o	RB
a	o	DT
partial	o	JJ
depletion	o	NN
has	o	VBZ
been	o	VBN
observed	o	VBN
further	o	RB
away	o	RB
from	o	IN
the	o	DT
moon	o	NN
followed	o	VBN
by	o	IN
nearly	o	RB
full	o	JJ
absorption	o	NN
of	o	IN
electrons	o	NNS
closer	o	RBR
in	o	RB
.	o	.

We	o	PRP
interpret	o	VBP
this	o	DT
as	o	IN
partially	o	RB
/	o	SYM
fully	o	RB
connected	o	VBN
to	o	IN
the	o	DT
flux	o	NN
tube	o	NN
connecting	o	VBG
the	o	DT
moon	o	NN
with	o	IN
Cassini	o	NNP
.	o	.

During	o	IN
at	o	IN
least	o	RBS
two	o	CD
of	o	IN
the	o	DT
flybys	o	NNS
(	o	-LRB-
with	o	IN
some	o	DT
evidence	o	NN
of	o	IN
one	o	CD
additional	o	JJ
encounter	o	NN
)	o	-RRB-
MIMI	o	NNP
/	o	SYM
LEMMS	o	NNP
data	o	NNS
are	o	VBP
consistent	o	JJ
with	o	IN
the	o	DT
presence	o	NN
of	o	IN
dust	o	NN
in	o	IN
energetic	o	JJ
electron	o	NN
data	o	NNS
when	o	WRB
Cassini	o	NNP
flew	o	VBD
directly	o	RB
through	o	IN
the	o	DT
south	o	JJ
polar	o	JJ
plume	o	NN
.	o	.

In	o	IN
addition	o	NN
we	o	PRP
found	o	VBD
gradients	o	NNS
in	o	IN
the	o	DT
magnetic	o	JJ
field	o	NN
components	o	NNS
which	o	WDT
are	o	VBP
frequently	o	RB
found	o	VBN
to	o	TO
be	o	VB
associated	o	VBN
with	o	IN
changes	o	NNS
in	o	IN
the	o	DT
MIMI	o	NNP
/	o	SYM
LEMMS	o	NNP
particles	o	VBZ
intensities	o	NNS
.	o	.

This	o	DT
indicates	o	VBZ
that	o	IN
complex	o	JJ
electron	o	NN
drifts	o	VBZ
in	o	IN
the	o	DT
vicinity	o	NN
of	o	IN
Enceladus	o	NNP
could	o	MD
form	o	VB
forbidden	o	VBN
regions	o	NNS
for	o	IN
electrons	o	NNS
which	o	WDT
may	o	MD
appear	o	VB
as	o	IN
intensity	o	NN
drop	o	NN
-	o	HYPH
outs	o	NNS
.	o	.

The	o	DT
interaction	o	NN
of	o	IN
both	o	DT
volcanism	o	NN
and	o	CC
enhanced	o	VBN
global	o	JJ
weathering	o	NN
on	o	IN
Osi	o	NNP
means	o	VBZ
that	o	IN
quantifying	o	VBG
the	o	DT
magnitude	o	NN
and	o	CC
isolating	o	VBG
the	o	DT
extent	o	NN
of	o	IN
the	o	DT
two	o	CD
signals	o	NNS
is	o	VBZ
problematic	o	JJ
,	o	,
since	o	IN
the	o	DT
extent	o	NN
of	o	IN
weathering	o	VBG
on	o	IN
seawater	o	NN
chemistry	o	NN
is	o	VBZ
masked	o	VBN
by	o	IN
the	o	DT
inputs	o	NNS
from	o	IN
the	o	DT
Caribbean	o	JJ
LIP	o	NNP
to	o	IN
the	o	DT
global	o	JJ
ocean	o	NN
.	o	.

We	o	PRP
can	o	MD
only	o	RB
estimate	o	VB
the	o	DT
Os	o	NNP
contribution	o	NN
to	o	IN
seawater	o	NN
chemistry	o	NN
using	o	VBG
a	o	DT
mixing	o	VBG
model	o	NN
and	o	CC
assumed	o	VBD
abundances	o	NNS
.	o	.

If	o	IN
we	o	PRP
assume	o	VBP
that	o	IN
the	o	DT
average	QL	JJ
seawater	ME	NN
187Os/188Os	MP	CD
prior	o	RB
to	o	IN
the	o	DT
LIP	o	NNP
onset	o	NN
was	o	VBD
∼	QA	CD
0.8	QA	CD
,	o	,
and	o	CC
use	o	VB
an	o	DT
average	QL	JJ
Os	MP	NNP
abundance	MP	NN
in	o	IN
seawater	ME	NN
of	o	IN
10	QA	CD
ppq	QA	NNS
(	o	-LRB-
based	o	VBN
on	o	IN
the	o	DT
present	o	JJ
-	o	HYPH
day	o	NN
average	o	NN
;	o	:
Peucker	o	NNP
-	o	HYPH
Ehrenbrink	o	NNP
and	o	CC
Ravizza	o	NNP
,	o	,
2000	o	CD
)	o	-RRB-
,	o	,
a	o	DT
basalt	ME	NN
187Os/188Os	MP	CD
of	o	IN
0.13	QA	CD
(	o	-LRB-
Meisel	o	NNP
et	o	NNP
al	o	NNP
.	o	.
,	o	,
2001	o	CD
)	o	-RRB-
and	o	CC
an	o	DT
average	o	JJ
Os	o	NNP
abundance	o	NN
,	o	,
we	o	PRP
can	o	MD
evaluate	o	VB
the	o	DT
approximate	o	JJ
Os	o	NN
contribution	o	NN
from	o	IN
the	o	DT
Caribbean	o	JJ
LIP	o	NNP
to	o	IN
the	o	DT
global	o	JJ
ocean	o	NN
using	o	VBG
a	o	DT
progressive	o	JJ
mixing	o	NN
model	o	NN
(	o	-LRB-
Faure	o	NNP
,	o	,
1986	o	CD
,	o	,
Eqs	o	NNP
.	o	.

(	o	-LRB-
9.2	o	CD
)	o	-RRB-
and	o	CC
(	o	-LRB-
9.10	o	CD
)	o	-RRB-
)	o	-RRB-
.	o	.

We	o	PRP
note	o	VBP
that	o	IN
there	o	EX
are	o	VBP
no	o	DT
published	o	VBN
Os	o	NNP
data	o	NNS
for	o	IN
the	o	DT
Caribbean	o	JJ
LIP	o	NNP
.	o	.

However	o	RB
,	o	,
basalts	ME	NNS
can	o	MD
have	o	VB
variable	o	JJ
Os	MP	NNP
abundances	MP	NNS
(	o	-LRB-
1	QA	CD
to	QA	TO
600	QA	CD
ppt	QA	NN
;	o	:
Martin	o	NNP
,	o	,
1991	o	CD
;	o	:
Crocket	o	NNP
and	o	CC
Paul	o	NNP
,	o	,
2008	o	CD
)	o	-RRB-
;	o	:
typical	QL	JJ
values	QL	NNS
range	o	VBP
from	o	IN
1	QA	CD
to	QA	TO
30	QA	CD
ppt	QA	NN
(	o	-LRB-
e.g.	o	RB
,	o	,
Shirey	o	NNP
and	o	CC
Walker	o	NNP
,	o	,
1998	o	CD
;	o	:
Allegre	o	NNP
et	o	NNP
al	o	NNP
.	o	.
,	o	,
1999	o	CD
;	o	:
Dale	o	NNP
et	o	NNP
al	o	NNP
.	o	.
,	o	,
2008	o	CD
)	o	-RRB-
.	o	.

Using	o	VBG
an	o	DT
Os	MP	NNP
abundance	MP	NN
for	o	IN
a	o	DT
basalt	ME	NN
of	o	IN
30	QA	CD
ppt	QA	NN
would	o	MD
require	o	VB
75	QA	CD
%	QA	NN
Os	ME	NN
contribution	ME	NN
from	MP	IN
the	MP	DT
LIP	MP	NNP
to	o	TO
yield	o	VB
the	o	DT
least	o	JJS
radiogenic	o	JJ
Osi	o	NNP
observed	o	VBD
at	o	IN
all	o	DT
locations	o	NNS
.	o	.

Considerably	o	RB
less	o	RBR
Os	ME	JJ
input	ME	NN
from	MP	IN
the	MP	DT
LIP	MP	NNP
(	o	-LRB-
25	QA	CD
%	QA	NN
)	o	-RRB-
is	o	VBZ
needed	o	VBN
if	o	IN
the	o	DT
LIP	ME	NNP
basalts	ME	NNS
possess	o	VBP
higher	o	JJR
Os	MP	NNP
abundances	MP	NNS
(	o	-LRB-
100	QA	CD
ppt	QA	NN
)	o	-RRB-
and	o	CC
if	o	IN
the	o	DT
Os	o	NNP
contribution	o	NN
to	o	IN
seawater	o	NN
also	o	RB
occurred	o	VBD
through	o	IN
the	o	DT
addition	o	NN
of	o	IN
gas	ME	NN
known	o	VBN
to	o	TO
be	o	VB
enriched	o	VBN
20	QA	CD
times	QA	NNS
that	QL	DT
of	QL	IN
the	QL	DT
basalt	QL	NN
(	o	-LRB-
e.g.	o	RB
,	o	,
Yudovskya	o	NNP
et	o	NNP
al	o	NNP
.	o	.
,	o	,
2008	o	CD
)	o	-RRB-
.	o	.

Fig	o	NNP
.	o	.
6	o	CD
shows	o	VBZ
the	o	DT
concentrations	o	NNS
of	o	IN
minor	o	JJ
elements	o	NNS
in	o	IN
the	o	DT
solid	ME	JJ
sorbent	ME	NN
,	o	,
where	o	WRB
increasing	o	VBG
bed	o	NN
inventory	o	NN
resulted	o	VBD
in	o	IN
increasing	o	VBG
values	o	NNS
observed	o	VBN
for	o	IN
Co	o	NNP
,	o	,
Ni	o	NNP
,	o	,
Cu	o	NNP
,	o	,
Mo	o	NNP
,	o	,
Cd	o	NNP
,	o	,
and	o	CC
Sn	o	NNP
.	o	.

In	o	IN
the	o	DT
case	o	NN
of	o	IN
Cu	MP	NNP
and	o	CC
Sn	MP	NNP
,	o	,
values	o	NNS
were	o	VBD
obtained	o	VBN
that	o	WDT
were	o	VBD
lower	o	JJR
than	o	IN
that	o	DT
of	o	IN
the	o	DT
blank	o	NN
for	o	IN
a	o	DT
bed	ME	NN
inventory	ME	NN
of	o	IN
4.5	QA	CD
kg	QA	NNS
,	o	,
which	o	WDT
then	o	RB
increased	o	VBD
to	o	IN
values	o	NNS
of	o	IN
22	QA	CD
and	o	CC
0.22	QA	CD
ppm	QA	NN
respectively	o	RB
for	QL	IN
13	QA	CD
kg	QA	NNS
.	o	.

In	o	IN
the	o	DT
case	o	NN
of	o	IN
Gd	MP	NNP
,	MP	,
Dy	MP	NNP
and	MP	CC
U	MP	NN
,	o	,
small	o	JJ
decreases	o	NNS
in	o	IN
concentration	o	NN
were	o	VBD
found	o	VBN
for	o	IN
an	o	DT
increasing	o	VBG
inventory	o	NN
,	o	,
however	o	RB
values	o	NNS
are	o	VBP
low	o	JJ
at	o	IN
<	QA	ADD
1	QA	CD
ppm	QA	NN
and	o	CC
the	o	DT
changes	o	NNS
observed	o	VBN
are	o	VBP
small	o	JJ
.	o	.

The	o	DT
remaining	o	VBG
elements	o	NNS
(	o	-LRB-
Zr	o	NNP
,	o	,
Le	o	NNP
,	o	,
Ce	o	NNP
,	o	,
Pt	o	NNP
,	o	,
and	o	CC
Nd	o	NNP
)	o	-RRB-
recorded	o	VBD
an	o	DT
increase	o	NN
in	o	IN
concentration	o	NN
for	o	IN
6	QA	CD
kg	QA	NNS
over	QA	IN
4.5	QA	CD
kg	QA	NNS
,	o	,
and	o	CC
then	o	RB
a	o	DT
decrease	o	NN
from	o	IN
6	QA	CD
kg	QA	NNS
to	QA	IN
13	QA	CD
kg	QA	NNS
.	o	.

All	o	DT
minor	ME	JJ
element	ME	NN
flue	MP	NN
gas	MP	NN
concentrations	MP	NNS
were	o	VBD
<	QA	ADD
0.1	QA	CD
ppm	QA	NN
and	o	CC
therefore	o	RB
considered	o	VBN
negligible	o	JJ
.	o	.

Calculated	o	VBN
gaseous	o	JJ
species	o	NNS
(	o	-LRB-
MTDATA	o	NNP
)	o	-RRB-
for	o	IN
4.5	QA	CD
kg	QA	NNS
,	QA	,
6	QA	CD
kg	QA	NNS
and	QA	CC
13	QA	CD
kg	QA	NN
sorbent	ME	NN
.	o	.

It	o	PRP
is	o	VBZ
interesting	o	JJ
to	o	TO
note	o	VB
that	o	IN
while	o	IN
the	o	DT
velocity	o	NN
structure	o	NN
of	o	IN
the	o	DT
escaping	o	VBG
plasma	o	NN
can	o	MD
lead	o	VB
to	o	IN
broader	o	JJR
absorption	o	NN
that	o	WDT
helps	o	VBZ
to	o	TO
explain	o	VB
the	o	DT
transit	o	NN
depths	o	NNS
,	o	,
it	o	PRP
is	o	VBZ
not	o	RB
necessarily	o	RB
detectable	o	JJ
in	o	IN
the	o	DT
data	o	NNS
.	o	.

For	o	IN
instance	o	NN
,	o	,
Fig	o	NNP
.	o	.
7	o	CD
shows	o	VBZ
the	o	DT
transit	o	NN
depths	o	NNS
based	o	VBN
on	o	IN
the	o	DT
SOL2	ME	NNP
model	ME	NN
that	o	WDT
has	o	VBZ
a	o	DT
relatively	o	RB
high	o	JJ
radial	MP	JJ
velocity	MP	NN
reaching	o	VBG
11	QA	CD
km	QA	NN
s	QA	CD
−	QA	NN
1	QA	CD
by	QL	IN
5R	QA	NN
p.	QA	NN
The	o	DT
velocity	o	NN
structure	o	NN
is	o	VBZ
not	o	RB
detectable	o	JJ
because	o	IN
the	o	DT
optical	o	JJ
depth	o	NN
of	o	IN
the	o	DT
high	o	JJ
velocity	o	NN
material	o	NN
is	o	VBZ
not	o	RB
sufficient	o	JJ
,	o	,
the	o	DT
LOS	o	NNP
velocity	o	NN
at	o	IN
the	o	DT
limb	o	NN
of	o	IN
the	o	DT
planet	o	NN
is	o	VBZ
slower	o	JJR
than	o	IN
the	o	DT
radial	o	JJ
velocities	o	NNS
in	o	IN
general	o	JJ
,	o	,
and	o	CC
because	o	IN
spectral	o	JJ
line	o	NN
broadening	o	VBG
within	o	IN
the	o	DT
COS	o	NNP
instrument	o	NN
smooths	o	VBZ
the	o	DT
structure	o	NN
out	o	IN
of	o	IN
the	o	DT
line	o	NN
profiles	o	NNS
.	o	.

If	o	IN
the	o	DT
presence	o	NN
of	o	IN
velocity	o	NN
structure	o	NN
is	o	VBZ
confirmed	o	VBN
in	o	IN
the	o	DT
data	o	NNS
(	o	-LRB-
Linsky	o	NNP
et	o	NNP
al	o	NNP
.	o	.
,	o	,
2010	o	CD
)	o	-RRB-
,	o	,
it	o	PRP
probably	o	RB
implies	o	VBZ
that	o	IN
there	o	EX
is	o	VBZ
detached	o	VBN
,	o	,
optically	o	RB
thick	o	JJ
plasma	o	NN
moving	o	VBG
at	o	IN
large	o	JJ
velocities	o	NNS
around	o	IN
the	o	DT
planet	o	NN
.	o	.

If	o	IN
this	o	DT
turns	o	VBZ
out	o	RP
to	o	TO
be	o	VB
the	o	DT
case	o	NN
,	o	,
interaction	o	NN
with	o	IN
the	o	DT
stellar	o	JJ
wind	o	NN
probably	o	RB
plays	o	VBZ
a	o	DT
role	o	NN
in	o	IN
giving	o	VBG
rise	o	NN
to	o	IN
the	o	DT
observed	o	JJ
absorption	o	NN
.	o	.

Such	o	JJ
interaction	o	NN
may	o	MD
also	o	RB
produce	o	VB
turbulence	o	NN
that	o	WDT
can	o	MD
broaden	o	VB
the	o	DT
absorption	o	NN
further	o	RB
(	o	-LRB-
e.g.	o	RB
,	o	,
Tian	o	NNP
et	o	NNP
al	o	NNP
.	o	.
,	o	,
2005	o	CD
)	o	-RRB-
.	o	.

However	o	RB
,	o	,
we	o	PRP
note	o	VBP
that	o	IN
non	o	JJ
-	o	JJ
thermal	o	JJ
broadening	o	NN
such	o	JJ
as	o	IN
that	o	DT
proposed	o	VBN
by	o	IN
Ben	o	NNP
-	o	HYPH
Jaffel	o	NNP
and	o	CC
Hosseini	o	NNP
(	o	-LRB-
2010	o	CD
)	o	-RRB-
does	o	VBZ
not	o	RB
appear	o	VB
to	o	TO
be	o	VB
necessary	o	JJ
to	o	TO
explain	o	VB
the	o	DT
current	o	JJ
observations	o	NNS
.	o	.

Our	o	PRP$
results	o	NNS
provide	o	VBP
the	o	DT
first	o	JJ
evidence	o	NN
that	o	IN
the	o	DT
North	o	NNP
Sea	o	NNP
became	o	VBD
stratified	o	JJ
from	QA	IN
103	QA	CD
yrs	QA	NNS
before	MP	IN
the	o	DT
CIE	ME	NNP
onset	ME	NN
(	o	-LRB-
above	QA	IN
2618	QA	CD
m	QA	NN
,	o	,
Fig	o	NNP
.	o	.
9	o	CD
)	o	-RRB-
.	o	.

This	o	DT
is	o	VBZ
significant	o	JJ
as	o	IN
Nisbet	o	NNP
et	o	NNP
al	o	NNP
.	o	.
(	o	-LRB-
2009	o	CD
)	o	-RRB-
hypothesised	o	VBD
that	o	IN
the	o	DT
proximal	o	JJ
Kilda	o	NNP
Basin	o	NNP
became	o	VBD
stratified	o	JJ
and	o	CC
anoxic	o	JJ
before	o	IN
the	o	DT
CIE	o	NNP
,	o	,
allowing	o	VBG
significant	o	JJ
build	o	NN
-	o	HYPH
up	o	NN
of	o	IN
methane	o	NN
and	o	CC
CO2	o	NNP
at	o	IN
depth	o	NN
.	o	.

They	o	PRP
proposed	o	VBD
that	o	IN
overturning	o	NN
of	o	IN
this	o	DT
basin	o	NN
could	o	MD
have	o	VB
released	o	VBN
greenhouse	o	NN
gases	o	NNS
and	o	CC
triggered	o	VBD
the	o	DT
CIE	o	NNP
,	o	,
although	o	IN
there	o	EX
is	o	VBZ
currently	o	RB
no	o	DT
direct	o	JJ
evidence	o	NN
as	o	IN
marine	o	JJ
records	o	NNS
from	o	IN
the	o	DT
Kilda	o	NNP
Basin	o	NNP
remain	o	VBP
rare	o	JJ
(	o	-LRB-
Nisbet	o	NNP
et	o	NN
al	o	NNP
.	o	.
,	o	,
2009	o	CD
)	o	-RRB-
.	o	.

Our	o	PRP$
North	o	NNP
Sea	o	NNP
records	o	NNS
likely	o	RB
indicate	o	VBP
enhanced	o	JJ
stratification	o	NN
also	o	RB
of	o	IN
the	o	DT
proximal	o	JJ
and	o	CC
linked	o	VBD
Kilda	o	NNP
Basin	o	NNP
before	o	IN
the	o	DT
CIE	o	NNP
(	o	-LRB-
Fig	o	NNP
.	o	.
1	o	CD
)	o	-RRB-
.	o	.

Evidence	o	NN
for	o	IN
the	o	DT
linkage	o	NN
of	o	IN
the	o	DT
North	o	NNP
Sea	o	NNP
,	o	,
Kilda	o	NNP
and	o	CC
Arctic	o	NNP
Basins	o	NNPS
comes	o	VBZ
from	o	IN
the	o	DT
coincident	o	JJ
onset	o	NN
of	o	IN
A	o	NN
.	o	.
augustum	o	NN
and	o	CC
laminated	o	VBN
sediments	o	NNS
at	o	IN
the	o	DT
CIE	o	NNP
onset	o	NN
in	o	IN
sections	o	NNS
from	o	IN
the	o	DT
North	o	NNP
Sea	o	NNP
(	o	-LRB-
this	o	DT
study	o	NN
)	o	-RRB-
,	o	,
Spitsbergen	o	NNP
(	o	-LRB-
Harding	o	NNP
et	o	NNP
al	o	NNP
.	o	.
,	o	,
2011	o	CD
)	o	-RRB-
,	o	,
and	o	CC
Lomonosov	o	NNP
Ridge	o	NNP
(	o	-LRB-
Sluijs	o	NNP
et	o	NN
al	o	NNP
.	o	.
,	o	,
2006	o	CD
)	o	-RRB-
.	o	.

Although	o	IN
our	o	PRP$
results	o	NNS
evidence	o	VBP
a	o	DT
probable	o	JJ
stratified	o	JJ
Kilda	o	NNP
Basin	o	NNP
before	o	IN
the	o	DT
