with	o	IN	4	prep	2
the	o	DT	5	det	7
estimated	o	VBN	6	amod	7
variability	o	NN	7	pobj	4
of	o	IN	8	prep	7
the	o	DT	9	det	12
Lyman	o	NNP	10	nmod	12
α	o	NN	11	amod	12
emissions	o	NNS	12	pobj	8
from	o	IN	13	prep	7
HD209458	o	NNP	14	pobj	13
.	o	.	15	punct	2

The	o	DT	0	det	2
rotation	o	NN	1	compound	2
period	o	NN	2	nsubjpass	6
of	o	IN	3	prep	2
HD209458	o	NNP	4	pobj	3
is	o	VBZ	5	auxpass	6
estimated	QL	VBN	6	ROOT	6
to	o	TO	7	aux	8
be	o	VB	8	auxpass	9
∼	o	NNS	9	nmod	11
10–11	o	CD	10	nummod	11
days	o	NNS	11	npadvmod	6
(	o	-LRB-	12	punct	15
Silva	o	NNP	13	compound	15
-	o	HYPH	14	punct	15
Valio	o	NNP	15	parataxis	6
,	o	,	16	punct	15
2008	o	CD	17	npadvmod	15
)	o	-RRB-	18	punct	15
.	o	.	19	punct	6

The	o	DT	0	det	3
G140	o	NNP	1	compound	2
M	o	NNP	2	compound	3
observations	o	NNS	3	nsubj	4
covered	o	VBD	4	ROOT	4
three	o	CD	5	nummod	7
different	o	JJ	6	amod	7
transits	o	NNS	7	dobj	4
and	o	CC	8	cc	4
took	o	VBD	9	conj	4
place	o	NN	10	dobj	9
within	o	IN	11	prep	9
a	o	DT	12	det	13
month	o	NN	13	pobj	11
and	o	CC	14	cc	13
a	o	DT	15	det	16
half	o	NN	16	conj	13
.	o	.	17	punct	4

Each	o	DT	0	det	1
observation	o	NN	1	nsubj	2
covered	o	VBD	2	ROOT	2
approximately	o	RB	3	advmod	4
2	o	CD	4	nummod	5
h	o	NN	5	dobj	2
in	o	IN	6	prep	2
time	o	NN	7	pobj	6
.	o	.	8	punct	2

Thus	o	RB	0	advmod	5
the	o	DT	1	det	2
data	o	NNS	2	nsubjpass	5
can	o	MD	3	aux	5
be	o	VB	4	auxpass	5
affected	o	VBN	5	ROOT	5
by	o	IN	6	agent	5
short	o	JJ	7	amod	9
-	o	HYPH	8	punct	9
term	o	NN	9	compound	10
variability	o	NN	10	pobj	6
and	o	CC	11	cc	5
it	o	PRP	12	nsubj	13
is	o	VBZ	13	conj	5
essential	o	JJ	14	acomp	13
that	o	IN	15	mark	20
such	o	JJ	16	amod	17
variability	o	NN	17	nsubjpass	20
be	o	VB	18	auxpass	20
properly	o	RB	19	advmod	20
accounted	o	VBN	20	ccomp	13
for	o	IN	21	prep	20
.	o	.	22	punct	13

For	o	IN	0	prep	5
this	o	DT	1	det	2
reason	o	NN	2	pobj	0
,	o	,	3	punct	5
we	o	PRP	4	nsubj	5
compare	o	VBP	5	ROOT	5
our	o	PRP$	6	poss	7
models	o	NNS	7	dobj	5
with	o	IN	8	prep	5
the	o	DT	9	det	10
results	o	NNS	10	pobj	8
of	o	IN	11	prep	10
Ben	o	NNP	12	compound	14
-	o	HYPH	13	punct	14
Jaffel	o	NNP	14	pobj	11
(	o	-LRB-	15	punct	14
2007	o	CD	16	npadvmod	14
,	o	,	17	punct	16
2008	o	CD	18	npadvmod	16
)	o	-RRB-	19	punct	14
and	o	CC	20	cc	10
Ben	o	NNP	21	compound	23
-	o	HYPH	22	punct	23
Jaffel	o	NNP	23	conj	10
and	o	CC	24	cc	23
Hosseini	o	NNP	25	conj	23
(	o	-LRB-	26	punct	23
2010	o	CD	27	npadvmod	23
)	o	-RRB-	28	punct	23
who	o	WP	29	nsubj	30
analyzed	o	VBD	30	relcl	23
the	o	DT	31	det	32
data	o	NNS	32	dobj	30
in	o	IN	33	prep	30
the	o	DT	34	det	37
time	o	NN	35	compound	37
tag	o	NN	36	compound	37
mode	o	NN	37	pobj	33
and	o	CC	38	cc	30
accounted	o	VBD	39	conj	30
for	o	IN	40	prep	39
variability	o	NN	41	pobj	40
before	o	IN	42	prep	39
calculating	o	VBG	43	pcomp	42
transit	o	NN	44	compound	45
depths	o	NNS	45	dobj	43
.	o	.	46	punct	5

The	o	DT	0	det	4
ternary	o	JJ	1	amod	4
magnesium	o	NN	2	compound	4
nitride	o	IN	3	compound	4
fluorides	o	NNS	4	nsubjpass	6
were	o	VBD	5	auxpass	6
prepared	o	VBN	6	ROOT	6
by	o	IN	7	agent	6
the	o	DT	8	det	13
high	o	JJ	9	amod	10
temperature	o	NN	10	nmod	13
solid	o	JJ	11	amod	13
state	o	NN	12	compound	13
reaction	o	NN	13	pobj	7
of	o	IN	14	prep	13
stoichiometric	o	JJ	15	amod	16
amounts	o	NNS	16	pobj	14
of	o	IN	17	prep	16
synthesised	o	VBN	18	amod	19
Mg3N2	o	NNP	19	pobj	17
with	o	IN	20	prep	16
anhydrous	o	JJ	21	amod	22
MgF2	o	NN	22	pobj	20
(	o	-LRB-	23	punct	22
Aldrich	o	NNP	24	appos	22
,	o	,	25	punct	24
99.9	o	CD	26	nummod	27
%	o	NN	27	appos	24
)	o	-RRB-	28	punct	22
.	o	.	29	punct	6

All	o	DT	0	det	1
manipulations	o	NNS	1	nsubjpass	3
were	o	VBD	2	auxpass	3
carried	o	VBN	3	ROOT	3
out	o	RP	4	prt	3
under	o	IN	5	prep	3
inert	o	JJ	6	amod	10
nitrogen	o	NN	7	nmod	10
or	o	CC	8	cc	7
argon	o	NN	9	conj	7
atmospheres	o	NNS	10	pobj	5
.	o	.	11	punct	3

The	o	DT	0	det	2
appropriate	o	JJ	1	amod	2
1:3	o	CD	2	nsubjpass	9
and	o	CC	3	cc	2
1:1	o	CD	4	nummod	7
stoichiometric	o	JJ	5	amod	7
molar	o	JJ	6	amod	7
ratios	o	NNS	7	conj	2
were	o	VBD	8	auxpass	9
used	o	VBN	9	ROOT	9
in	o	IN	10	prep	9
the	o	DT	11	det	12
synthesis	o	NN	12	pobj	10
of	o	IN	13	prep	12
Mg3NF3	QL	NNP	14	pobj	13
(	o	-LRB-	15	punct	16
1	o	CD	16	appos	14
)	o	-RRB-	17	punct	16
and	o	CC	18	cc	16
Mg2NF	QL	NN	19	conj	14
(	o	-LRB-	20	punct	19
2	o	CD	21	appos	19
)	o	-RRB-	22	punct	19
respectively	o	RB	23	advmod	9
,	o	,	24	punct	9
as	o	IN	25	mark	26
shown	o	VBN	26	advcl	9
below:(1)Mg3N2	o	NN	27	dobj	26
+	o	CC	28	cc	26
3MgF2→2Mg3NF3(2)Mg3N2+MgF2→2Mg2NF	o	CD	29	conj	26

A	o	DT	0	det	4
QCM	o	NNP	1	compound	3
-	o	HYPH	2	punct	3
D	o	NNP	3	amod	4
instrument	o	NN	4	nsubjpass	29
,	o	,	5	punct	4
which	o	WDT	6	nsubj	7
is	o	VBZ	7	relcl	4
a	o	DT	8	det	11
highly	o	RB	9	advmod	10
sensitive	o	JJ	10	amod	11
balance	o	NN	11	attr	7
based	o	VBN	12	acl	11
on	o	IN	13	prep	12
the	o	DT	14	det	15
measurement	o	NN	15	pobj	13
of	o	IN	16	prep	15
changes	o	NNS	17	pobj	16
in	o	IN	18	prep	17
the	o	DT	19	det	21
resonance	o	NN	20	compound	21
frequency	o	NN	21	pobj	18
of	o	IN	22	prep	21
a	o	DT	23	det	26
quartz	o	NN	24	compound	26
crystal	o	NN	25	compound	26
oscillator	o	NN	26	pobj	22
,	o	,	27	punct	4
was	o	VBD	28	auxpass	29
used	o	VBN	29	ROOT	29
to	o	TO	30	aux	31
study	o	VB	31	xcomp	29
the	o	DT	32	det	34
film	o	NN	33	compound	34
formation	o	NN	34	dobj	31
and	o	CC	35	cc	34
complexation	o	NN	36	compound	37
processes	o	NNS	37	conj	34
.	o	.	38	punct	29

The	o	DT	0	det	1
instrument	o	NN	1	nsubj	3
used	o	VBN	2	acl	1
was	o	VBD	3	ROOT	3
a	o	DT	4	det	9
Q	o	NN	5	compound	7
-	o	HYPH	6	punct	7
sense	o	NN	7	compound	9
E4	o	NNP	8	compound	9
microbalance	o	NN	9	attr	3
(	o	-LRB-	10	punct	9
Q	o	NN	11	compound	13
-	o	HYPH	12	punct	13
sense	o	NN	13	appos	9
,	o	,	14	punct	13
Gothenburg	o	NNP	15	appos	13
)	o	-RRB-	16	punct	9
.	o	.	17	punct	3

The	o	DT	0	det	1
temperature	o	NN	1	nsubjpass	7
of	o	IN	2	prep	1
the	o	DT	3	det	5
measuring	o	VBG	4	amod	5
cell	o	NN	5	pobj	2
was	o	VBD	6	auxpass	7
controlled	o	VBN	7	ROOT	7
at	o	IN	8	prep	7
25	o	CD	9	nummod	13
±	o	CD	10	pobj	9
0.02	o	CD	11	nummod	13
°	o	NN	12	compound	13
C	o	NN	13	pobj	8
,	o	,	14	punct	7
and	o	CC	15	cc	7
the	o	DT	16	det	18
resonant	o	JJ	17	amod	18
frequency	o	NN	18	nsubjpass	34
of	o	IN	19	prep	18
the	o	DT	20	det	21
oscillator	o	NN	21	pobj	19
(	o	-LRB-	22	punct	21
f	o	NNP	23	appos	21
)	o	-RRB-	24	punct	21
and	o	CC	25	cc	18
the	o	DT	26	det	29
energy	o	NN	27	compound	28
dissipation	o	NN	28	compound	29
value	o	NN	29	conj	18
(	o	-LRB-	30	punct	29
D	o	NNP	31	appos	29
)	o	-RRB-	32	punct	29
were	o	VBD	33	auxpass	34
recorded	o	VBN	34	conj	7
simultaneously	o	RB	35	advmod	34
as	o	IN	36	prep	34
a	o	DT	37	det	38
function	o	NN	38	pobj	36
of	o	IN	39	prep	38
time	o	NN	40	pobj	39
.	o	.	41	punct	34

The	o	DT	0	det	1
baseline	o	NN	1	nsubjpass	3
was	o	VBD	2	auxpass	3
determined	o	VBN	3	ROOT	3
using	o	VBG	4	xcomp	3
the	o	DT	5	det	7
buffer	o	NN	6	compound	7
solution	o	NN	7	dobj	4
without	o	IN	8	prep	4
protein	o	NN	9	pobj	8
.	o	.	10	punct	3

At	o	IN	0	prep	7
lower	o	JJR	1	amod	2
latitudes	o	NNS	2	pobj	0
our	o	PRP$	3	poss	4
calculations	o	NNS	4	nsubj	7
do	o	VBP	5	aux	7
not	o	RB	6	neg	7
capture	o	VB	7	ROOT	7
observed	o	JJ	8	amod	9
